memory_total,q,s1x,s1y,s1z,s2x,s2y,s2z,sxsid
0.066990512,1.999858934,0.061807492,0.796879425,0.017041087,-0.353240669,-0.350160346,0.626084222,908
0.122128439,1,-0.034582141,0.79710954,0.051721009,-0.558233724,0.010736065,0.572303665,909
0.064067833,1.999764212,0.480158146,-0.633800855,0.084608342,-0.669344576,0.066288925,0.432276856,910
0.092155535,1.000027581,0.592636233,-0.238337695,-0.480538898,-0.331412858,0.686977644,0.240184062,911
0.056553092,1.999889477,0.038895973,-0.008628713,-0.798457817,0.042735753,0.534177055,0.593458277,912
0.072997731,1.999591671,1.67E-05,-4.41E-05,-2.33E-05,-0.74559451,-0.287872683,0.023265121,913
0.125281178,2.000021975,0.280873918,-0.317578897,0.677825753,0.56231204,-0.477436917,0.308597868,914
0.063684919,1.999616064,0.751333782,-0.198797388,0.188477534,-0.669451099,-0.166652593,-0.404220093,915
0.09765845,1,-0.444757788,0.653082691,0.121976649,-0.134636143,0.785813038,-0.059682603,990
0.048025769,1.999927995,-0.282041833,-0.743198316,0.084713373,-0.79507848,0.057772399,-0.061552075,917
0.062854268,1.999710627,-0.134057816,0.787978613,-0.021348856,-0.635001823,-0.46307607,0.147289869,918
0.06914396,1.00000252,-0.123419948,0.734574967,-0.290361833,-0.554896453,-0.248907909,-0.519053985,919
0.050520472,1.999730539,0.006881389,-0.006174903,-0.799553979,-0.169444247,0.781459828,0.003191825,920
0.074099713,1.999903449,2.11E-05,4.80E-05,0.000183644,0.067109435,0.796973979,0.008922049,921
0.127244685,2.000269532,-0.393709415,0.016146993,0.695338208,-0.685583438,-0.123331348,0.392843334,922
0.09565678,1,-0.025427258,-0.614841732,0.510707695,0.415335657,0.442255697,-0.520789967,923
0.065151488,2.000003322,0.437593406,-0.668855094,-0.017020004,0.309052647,0.728211351,0.117344652,924
0.096219166,1.000048741,0.185823737,0.579548076,-0.518331285,-0.219125071,0.549152771,0.538412016,925
0.061297652,2.000105858,-0.774240058,-0.031520694,0.196764309,0.568832662,0.410345584,-0.384214327,926
0.088454511,1.000031129,0.265314449,0.741690466,0.137389,0.602742377,0.520640402,-0.071183031,927
0.053179429,1.999913716,-0.520789367,0.602580963,0.072029669,0.255624108,0.754095612,-0.075066741,928
0.070331888,1.000044821,0.655586162,-0.345445101,-0.300137239,0.04735747,0.621734261,-0.500690108,929
0.050922693,1.999977729,0.00026499,0.009439075,-0.799218729,0.677801837,-0.424503192,0.006542916,930
0.073456746,1.999662503,-1.05E-05,-5.21E-05,0.000162302,0.454566794,-0.657630205,0.012055702,931
0.121467563,1.999860307,0.029888856,0.410374265,0.685668871,-0.129123147,0.728904721,0.301835327,932
0.095378893,1,0.116450288,-0.779883028,0.132673317,-0.247181938,-0.758139791,-0.058004782,933
0.051958252,1.999816636,0.497777376,-0.618146444,0.096992255,-0.309456572,-0.7342825,-0.064981519,934
0.097033699,1.000030921,-0.578927492,0.194410983,0.516080586,0.35896698,-0.508951681,-0.501296552,935
0.06270457,1.999997507,-0.518457435,-0.607927299,-0.025211472,0.742830344,-0.276506381,0.105026883,936
0.057354436,1.999961966,-0.065870847,0.779560352,0.164560501,0.394562897,-0.612908654,-0.328554438,937
0.070548489,1.000057542,-0.60783944,-0.411607737,-0.316719432,0.474341851,-0.411354751,-0.495234652,938
0.051024039,1.999903329,-0.008061231,-0.001391016,-0.799504734,-0.748931457,-0.278782453,0.029950133,939
0.067881344,1.999678349,7.38E-06,-3.00E-05,7.85E-05,0.412437639,-0.382320532,-0.568183321,940
0.104401544,1.999997596,-0.218303888,0.430293227,0.637646358,0.033372138,0.770004698,-0.212217974,941
0.055515291,1.99977617,-0.675412424,0.41252244,0.114511776,0.139743137,-0.192942647,-0.763170014,942
0.043223169,1.999871058,0.688645717,0.404972917,0.033086707,0.606125772,-0.074233584,-0.516093136,943
0.05507054,1.999807635,-0.248970991,-0.756126092,-0.075250247,0.609265058,-0.38047682,-0.351157667,944
0.065951833,1,0.442594281,-0.285942116,-0.601310902,0.11919631,0.213919147,-0.761101361,945
0.047788441,1.999885189,0.01687857,-0.01081277,-0.799146783,-0.360919658,-0.387960226,-0.598719242,946
0.068119624,1.999958757,-8.26E-06,-2.60E-05,7.79E-05,-0.432062614,-0.288047292,-0.608155826,947
0.112335741,1.99994187,0.408102081,-0.229766443,0.648042988,0.384510863,-0.673863665,-0.192502825,948
0.055475643,1.999572815,-0.048334848,0.795794732,-0.063130395,-0.699700293,0.137610735,-0.361514723,949
0.051593889,1.999955336,0.777677989,0.129733465,0.133170417,-0.203307379,0.05513977,-0.771353841,950
0.049299975,1.999496503,0.542535081,-0.587793774,-0.003314717,0.177252403,-0.595292336,-0.503412702,951
0.066839688,1.000017788,-0.389433064,-0.306555537,-0.627402394,0.155531627,-0.194511037,-0.75983568,952
0.048123815,1.999867181,-0.007848315,-0.028490875,-0.798824173,-0.290891777,0.47691196,-0.572117793,953
0.068193017,1.999911265,1.38E-06,3.88E-05,8.98E-05,-0.100978112,0.551072251,-0.570520214,954
0.105157615,1.999863785,-0.059570478,-0.469406626,0.644581421,-0.515750621,-0.578101948,-0.197161031,955
0.048329164,1.99956189,-0.58515617,0.544571353,0.025831505,-0.196471273,0.596939783,-0.493999502,956
0.054274695,1.999982866,0.73570663,0.303805219,-0.075284065,-0.209676673,0.681606109,-0.361697655,957
0.051266955,1.99990584,-0.241088064,-0.752974887,0.119420434,0.120852369,0.184063273,-0.768646608,958
0.066499323,1.000028072,-0.145921885,0.500071051,-0.60651852,-0.237261094,-0.06486918,-0.760810824,959
0.047890171,1.99983348,-0.013137989,0.033521802,-0.798798253,0.537059367,-0.010760657,-0.592304196,960
0.073965123,1.999908816,1.65E-05,4.69E-05,0.000137872,-0.21038742,0.771539365,0.009371869,961
0.124645816,2.000068676,-0.261865458,-0.286146701,0.699236342,-0.304599802,-0.644890195,0.361262207,962
0.100262937,1.000000532,0.044312326,-0.798090856,0.022431348,-0.028943414,0.798830512,-0.02098469,963
0.068224033,2.000080349,0.502483905,-0.621482055,0.022681964,-0.159404826,0.783153328,-0.029209653,964
0.095929993,1.000055539,0.348187678,0.669427094,-0.264132026,-0.232603866,0.700729008,0.30703528,965
0.058620318,2.000088886,-0.76036697,-0.031059819,0.244982413,0.389750069,0.528209305,-0.456596702,966
0.092574031,1.000039853,0.004742274,0.74270993,0.296203775,0.562261946,0.504173481,-0.26270905,967
0.05326273,1.999917568,-0.473766809,0.642851704,-0.042165258,-0.168220877,0.751225083,0.216597787,968
0.051079776,2.000142004,0.00379897,0.007254027,-0.799322944,0.799273878,-0.021285451,0.021522446,970
0.072990301,1.999558283,-8.09E-06,4.48E-05,-2.74E-05,0.745843794,0.287202134,0.023551708,971
0.124892253,2.000078718,-0.268341923,0.328931306,0.677458697,-0.54435259,0.499578017,0.305683009,972
0.096062454,1,0.289850466,-0.523054603,0.530851345,-0.114563472,-0.607050569,-0.507417819,973
0.096916315,1,-0.586268624,0.206270397,-0.502845044,0.562940631,0.209132909,0.527880572,975
0.063627573,1.999832702,-0.582242723,-0.542088822,0.080087572,0.64808953,0.448100073,-0.136516384,976
0.056714738,1.999653544,-0.480643414,0.600386178,0.219211193,0.619276955,0.112071371,-0.493131328,977
0.073954992,1.999914744,-1.72E-05,-4.72E-05,0.000134757,0.224535925,-0.767553101,0.009216893,979
0.124681435,1.999966566,0.267050469,0.280403555,0.699591629,0.316043923,0.638161326,0.363351628,980
0.056366405,2.00007475,0.69636524,-0.322009376,0.225243998,-0.28232813,-0.647656529,-0.374584705,981
0.092500029,1.000056765,-0.376514274,0.004689543,0.705327524,-0.335561567,-0.245181162,-0.682991312,982
0.058736973,2.000019362,-0.517718665,-0.603635285,-0.08310283,0.43332274,-0.632708036,0.226941082,983
0.05991235,1.999973857,0.272371972,0.742128347,0.119501075,-0.05072371,-0.766782171,-0.221190407,984
0.051078365,1.999897145,-0.003869014,-0.007363214,-0.799525821,-0.79889635,0.032269325,0.021323668,986
0.072934964,1.999743306,1.89E-05,-1.68E-05,-0.000133535,-0.765186427,-0.231071312,0.023699044,987
0.124721608,1.999888054,0.263014219,-0.333721615,0.677146564,0.537198719,-0.508171799,0.304176575,988
0.063725977,1.999616127,0.757838394,-0.174244831,0.186672497,-0.668040213,-0.182831949,-0.399515773,989
0.097592912,1,-0.433286953,0.661721773,0.116581555,-0.134083419,0.786333892,-0.053765655,990
0.047824509,1.999912925,-0.245160672,-0.75554813,0.090205997,-0.794704247,0.039020522,-0.078728255,991
0.062483879,1.999779018,-0.091263448,0.793946254,-0.023457566,-0.67656278,-0.397341204,0.154119041,992
0.050680452,1.99977303,0.008195107,-0.007553643,-0.799460352,0.050042224,0.797979527,0.006225125,994
0.099740631,1.814969795,-0.51698461,-0.299462373,0.510187636,0.626383789,-0.438004518,-0.151651806,995
0.098748927,1.353901501,-0.628447899,0.354721403,0.263544643,0.556293726,0.376636198,-0.122549158,996
0.11168075,1.389304597,-0.370490445,0.562067859,0.133429126,-0.516680275,0.039978532,0.526616206,997
0.08274695,1.401591382,0.419981433,-0.323619742,0.23645705,0.519140585,-0.413897976,-0.430552137,998
0.085988561,1.494618427,0.717736654,-0.072299393,0.023897689,0.109222765,-0.74352455,0.238116725,999
0.125784622,1.205529728,0.389754206,-0.22935046,0.634544816,-0.735860968,0.190804142,0.104900031,1000
0.107360611,1.505615365,0.404131491,0.337785234,0.440505086,0.192411752,-0.657055264,0.232620502,1001
0.074930621,1.821717536,-0.183853685,0.476895944,0.313446977,-0.445874122,0.069299043,-0.648271515,1002
0.065142889,1.571222,-0.574781778,0.013612249,-0.39676447,0.350062317,-0.470041345,-0.485432759,1003
0.068923023,1.602413653,-0.297157208,-0.085535494,-0.65848326,-0.473400574,-0.348729897,0.411316081,1004
0.087305543,1.254191808,0.223349536,0.331832988,-0.463032846,-0.449076516,0.343179266,0.447755253,1005
0.101064863,1.030792668,0.157767467,-0.737384092,0.066452765,0.116777204,0.70239551,0.077526257,1006
0.067444981,1.440117412,-0.379427675,-0.122193329,-0.563481947,-0.788060984,-0.110233903,-0.065425871,1007
0.069092383,1.196964263,0.368745291,-0.646788609,-0.278218647,-0.187863023,-0.000145263,-0.543177929,1008
0.069806284,1.172562982,0.050983447,0.628866893,-0.041572463,-0.072610369,0.010741612,-0.733735995,1009
0.070400828,1.162490207,0.608499844,0.423084945,0.089667719,0.122501511,0.54849313,-0.381080479,1010
0.108074997,1.528538187,-0.089861194,-0.197806755,0.637645227,0.283852127,0.690336321,-0.116762469,1011
0.076534965,1.140446565,0.599301953,-0.505636617,0.132370281,0.335866131,0.531094814,-0.411943802,1012
0.085474911,1.328303425,-0.238082423,0.477801814,0.417399748,-0.357592635,-0.411942405,-0.542131389,1013
0.099670772,1.69249369,0.281797109,-0.277310796,0.612345554,-0.576313826,0.415847499,-0.104638345,1014
0.06501214,1.513227786,0.460112413,-0.25828179,-0.598438365,0.615097868,0.094590034,-0.160271278,1015
0.099100127,1.52637477,0.03973711,-0.676004963,0.175263281,0.595702193,-0.452877981,0.144604567,1016
0.064646612,1.897363783,-0.574262415,0.228633586,-0.47303898,0.120751476,-0.651699186,0.305416181,1017
0.095811372,1.057174398,0.132384741,-0.198203853,-0.607678527,0.110797454,-0.287980523,0.685650318,1019
0.133583166,1.238269338,-0.233681652,-0.418232437,0.54493275,0.466423652,-0.441128925,0.453675171,1020
0.066122369,1.570787357,0.603954028,-0.155136677,-0.384934685,-0.424128636,0.488340682,-0.394610998,1021
0.059370339,1.204134154,-0.670137491,0.004357109,-0.432659767,-0.372649668,-0.165110169,-0.66388472,1022
0.095187043,1.224622613,-0.114921833,0.246331227,0.633504242,-0.155071422,0.012404627,-0.746710552,1023
0.096480935,1.794803206,0.284573151,-0.58704099,0.237369168,0.394281842,-0.458678906,0.382952467,1024
0.070810487,1.371708712,-0.344169717,0.548677621,-0.069980828,0.32659358,-0.113992556,-0.704090509,1025
0.065388707,1.773738844,0.18266584,-0.414098304,-0.508312712,-0.198972318,-0.534082832,0.50689246,1026
0.12601639,1.124522247,0.50256557,-0.359009355,0.305244528,0.402973162,-0.403549898,0.453090594,1027
0.122240413,1.011286203,0.025335878,0.362428649,0.493220809,0.591952272,0.174306221,0.307047467,1028
0.080271022,1.266025073,-0.475007289,0.465144479,-0.064286449,-0.040749787,-0.664579995,-0.188640191,1029
0.115616143,1.106960107,0.215080646,-0.619247035,0.075159903,-0.326006906,0.498611425,0.510828539,1030
0.13040177,1.147649499,-0.471133682,0.3856717,0.31655624,-0.425492617,-0.074755029,0.606190193,1031
0.122141716,1.430757562,-0.109212693,-0.030275901,0.750583408,0.29890155,0.52933796,-0.096285471,1032
0.062209402,1.151883832,-0.314360991,0.701864155,-0.204838798,-0.394872935,0.550113544,-0.393771764,1033
0.08199131,1.352437361,-0.274986618,0.545638852,0.13773546,0.383318557,-0.209006014,-0.43648971,1034
0.069312928,1.049464671,-0.022784885,-0.327451908,-0.674128141,0.369889365,-0.635602018,0.02118135,1035
0.131373981,1.205583136,0.446071068,0.229906617,0.49041675,-0.211306042,0.505447234,0.500947502,1036
0.082280165,1.316068233,-0.247486072,0.670465166,-0.135290136,-0.18141346,-0.683861235,0.055329128,1037
0.122188861,1.363362257,-0.344922463,-0.606559182,0.232370567,0.098970425,0.076621347,0.661779457,1038
0.113723474,1.294501313,0.742938307,0.122840363,0.248176139,0.175921222,-0.678105965,0.276706449,1039
0.068991087,1.446341629,0.250359175,-0.313370823,-0.433008058,0.692107935,0.199918341,-0.259958211,1040
0.089574677,1.256147236,-0.205234448,0.693996048,0.219181634,0.386569786,0.416626893,-0.331925062,1041
0.061825691,1.080022676,0.387148519,-0.554727659,-0.403922075,-0.037249217,-0.566561387,-0.441683074,1042
0.085028884,1.477985945,0.670199985,-0.047877942,0.076913881,0.628738526,0.01549231,0.021773276,1043
0.069500463,1.765093067,-0.684234912,-0.103442314,-0.154929469,0.727045055,0.285280175,0.064473708,1044
0.082513432,1.104943882,-0.270473297,0.139847064,-0.720500342,0.045611231,0.657489124,0.434597593,1045
0.058585328,1.847307379,-0.023665036,0.74326964,-0.1723046,-0.005729604,-0.204324888,-0.771683349,1046
0.076298729,1.374457168,0.01060962,0.082629705,-0.489674172,0.1743498,0.657939031,0.000847017,1047
0.076368477,1.04784881,0.188448433,-0.415812271,-0.000684446,0.085043107,-0.522254111,-0.410383816,1048
0.079737146,1.049357873,-0.541289803,0.255191207,0.028700532,0.308728802,-0.300924354,-0.670162582,1049
0.07976956,1.476020544,0.38360372,0.353910476,-0.56535237,-0.165712902,0.146278457,0.721225455,1050
0.09154842,1.251184202,-0.509763121,-0.303700386,0.357838628,-0.687188654,0.227393962,-0.308297509,1051
0.056125544,1.821772247,0.57620152,-0.175910598,-0.446574548,0.019373047,-0.467824566,-0.573843626,1052
0.084027201,1.01463565,0.054420287,-0.359299836,-0.572647683,-0.275232935,-0.543669555,0.412179684,1053
0.101496745,1.818148791,-0.196434097,-0.381686961,0.630702734,0.390286134,-0.422266751,-0.326105173,1054
0.069327553,1.748164394,-0.556900795,-0.222450272,-0.482167864,0.540007886,0.014825261,0.479366844,1055
0.103606207,1.172551021,0.047727058,0.414479096,0.503260779,0.193652783,-0.667501887,-0.343147097,1056
0.06520232,1.963313929,0.082161705,-0.533816488,-0.019892913,0.687672441,-0.15774891,-0.349836026,1057
0.107100384,1.816269594,0.464678171,-0.300616368,0.359833537,0.154555823,0.42327707,0.636380376,1058
0.114681355,1.118041411,0.135240612,0.252664309,0.014246449,0.072243943,0.484504014,0.599057982,1059
0.052595342,1.8945965,-0.043771072,-0.580292206,-0.54648237,-0.528314884,-0.015817836,-0.542283866,1060
0.083477284,1.528047756,-0.696267295,-0.175778104,-0.25086307,-0.19904291,-0.135018303,0.666574873,1061
0.067039402,1.849631044,0.298206062,-0.355080349,-0.269992319,-0.745508966,0.038868251,0.07070563,1062
0.069933138,1.779178448,-0.21635665,-0.476486061,-0.331470356,-0.100390472,-0.387775219,0.660657182,1063
0.11196759,1.325797182,-0.012268012,-0.143502911,0.723662539,0.680026627,0.235570294,-0.262963973,1064
0.093863809,1.113790533,0.121567974,-0.111934782,0.036617405,-0.199417819,-0.746299118,-0.081414464,1065
0.104181744,1.051079404,-0.370983337,-0.231150506,0.294915517,0.692210725,-0.288202561,-0.080000933,1066
0.101269119,1.021891471,0.218869177,-0.426932985,0.183120809,-0.683265579,-0.400022776,0.017239474,1067
0.107131255,1.460016643,0.05661627,-0.154826763,0.125587589,0.190056585,-0.521762142,0.527518595,1068
0.115694493,1.304243489,0.272270807,-0.072019963,0.723860529,-0.250534672,-0.582919016,-0.427075748,1069
0.104129841,1.201922272,-0.19818368,0.760010082,-0.028143751,0.180777576,0.664463767,0.33509158,1070
0.143139276,1.065430532,0.096732725,-0.570753277,0.390727076,-0.300534494,0.167155193,0.677277193,1071
0.112417804,1.421074356,-0.381910359,-0.435954591,0.536422777,0.504802279,-0.497661758,0.004723333,1072
0.061103708,1.855775018,-0.38348704,-0.555269928,-0.364435668,-0.262183786,0.634267435,0.125449957,1073
0.074122502,1.365812487,-0.294814047,-0.550489051,-0.479591052,-0.225981951,-0.678634681,0.317686439,1074
0.056939117,1.308810884,0.444370809,0.57396048,-0.18327116,0.138096623,0.494558853,-0.597986709,1075
0.106863491,1.061866127,0.217829011,-0.754684653,-0.098521011,-0.508283806,-0.157617594,0.515336388,1076
0.0677507,1.992480479,0.143309628,-0.447972306,-0.048086753,0.020489689,0.456900759,-0.205248298,1077
0.110178012,1.09982563,0.61165152,0.165268105,0.437557662,0.454049808,-0.384475869,0.05025729,1078
0.075826583,1.048836709,0.08717395,-0.457803197,-0.421432912,-0.003661571,-0.722025798,0.08890281,1079
0.062191714,1.699197538,0.480346259,0.053077299,-0.585088952,0.284761762,0.57174337,-0.172595015,1080
0.070181309,1.541957684,-0.084154533,0.599278356,-0.47925422,0.663625154,-0.089532943,0.334478828,1081
0.057417963,1.853575133,-0.588883036,-0.057658296,-0.495297372,-0.74309367,-0.044695506,-0.126343748,1082
0.10295129,1.39435843,-0.158483805,-0.770640341,0.005015601,0.486244348,0.137444631,0.595771035,1083
0.111708783,1.763291633,0.467491962,0.334624079,0.392346325,-0.371658872,0.472525052,0.522428024,1084
0.096584842,1.068100065,0.190772635,0.456614818,0.429800039,0.625848773,-0.24093717,-0.366127001,1085
0.130401903,1.065208414,-0.340132399,0.306498798,0.645310622,0.59624594,-0.192190927,0.13357316,1086
0.106041608,1.958758827,0.247402979,0.515060251,0.460345494,-0.524720905,0.039443718,0.456633384,1087
0.067150248,1.333949316,-0.041307538,0.531516672,-0.344003102,-0.585004043,0.040039347,-0.454330599,1088
0.090658896,1.57904125,-0.155495266,0.676080183,0.0707531,-0.10617913,0.650894079,0.19130746,1089
0.120573552,1.588003464,0.089825833,-0.098134352,0.642326429,-0.413776241,0.5107179,0.194912166,1090
0.061196866,1.821012361,0.400955138,-0.580929029,-0.346310644,-0.185895757,-0.38399832,0.208028818,1091
0.065935574,1.811752341,-0.631063505,0.11014459,-0.097897551,-0.17806566,0.623308917,0.368268622,1092
0.060062658,1.999866285,0.688309761,-0.404828211,0.042775931,-2.83E-05,6.57E-07,-1.36E-05,1093
0.057523557,1.999964951,-0.276504691,0.749948352,0.024211977,4.87E-05,-1.41E-05,6.47E-05,1094
0.049762453,1.999505748,0.690874115,-0.401873821,-0.030216617,0.424419134,0.077852742,-0.672854615,1095
0.068999221,2.000112013,-0.098111911,-0.387510206,0.008056767,4.29E-06,-2.16E-05,-0.000105053,1096
0.060091257,2.000103205,-0.685572114,0.409013953,0.043259538,-6.90E-06,-5.18E-06,-7.08E-05,1097
0.060068629,1.999853068,0.679255678,-0.419889404,0.042299651,-4.26E-05,2.44E-06,-2.22E-06,1098
0.051651656,2.000148192,-0.002422732,-0.002876263,-0.799295489,-0.391498859,0.081693838,0.004712647,1099
0.05154831,1.999933165,-0.000221138,0.003719858,-0.79961016,0.17182858,-0.36114634,0.00054256,1100
0.034421651,3.154121524,1.12E-06,4.04E-07,-0.799309083,1.77E-06,8.35E-07,0.776443374,1446
0.10006591,3.159530482,6.42E-07,-8.44E-07,0.739527991,-1.65E-06,-2.21E-06,0.799330928,1447
0.081206219,3.64138562,-2.75E-06,4.38E-09,0.799804278,-1.96E-06,-2.26E-06,-0.426521768,1452
0.100695149,2.352105578,1.91E-07,1.01E-07,0.799835757,1.97E-07,4.74E-08,-0.783971518,1453
0.040237229,2.454131991,-3.10E-07,1.46E-06,-0.799538517,-1.41E-06,-2.32E-07,-0.73359287,1454
0.104137073,2.994717931,-8.68E-07,-1.30E-07,0.744615048,1.45E-06,1.29E-06,0.696459384,1456
0.078185611,3.245193888,5.13E-08,5.92E-07,0.544731579,-5.58E-07,-8.12E-07,0.799372144,1457
0.040875003,3.803004934,1.33E-07,3.25E-07,-0.063232167,3.31E-08,-2.58E-08,0.799193565,1458
0.136267357,2.258915345,-1.17E-06,-3.57E-07,0.762667759,1.17E-06,1.22E-06,0.799230005,1459
0.039738343,2.883028208,1.00E-06,-1.47E-07,-0.448499174,-1.23E-06,-9.60E-07,-0.799522317,1461
0.041450207,2.63119533,-3.40E-08,8.18E-07,-0.799442964,1.43E-06,6.59E-07,0.510679609,1462
0.06579586,1.707967126,1.04E-07,-1.99E-08,-0.787015917,1.50E-07,5.20E-08,0.767338133,1465
0.099473014,1.896881537,-1.56E-07,1.29E-08,0.698563483,6.19E-09,-1.10E-07,-0.799289805,1466
0.056218321,2.23005369,-1.02E-06,-1.70E-07,-0.562055104,-2.10E-06,-1.57E-06,0.799406318,1467
0.106467732,2.267472425,-4.88E-08,1.11E-08,0.514648021,6.01E-07,5.01E-07,0.79922435,1468
0.15486157,1.851076549,-2.93E-07,-2.00E-07,0.799275062,1.84E-07,4.04E-07,0.668767233,1469
0.058525193,1.519139424,2.97E-08,1.52E-07,-0.728365766,-1.76E-08,2.56E-08,-0.789148426,1470
0.061080729,1.329659003,1.76E-08,-2.11E-08,-0.774974246,-1.38E-07,-2.58E-08,-0.799433115,1471
0.043954371,2.365745151,1.29E-06,1.94E-07,-0.799375921,-9.07E-08,-1.53E-07,-0.116017981,1472
0.164144147,1.449997102,7.16E-08,2.97E-08,0.69730534,-1.02E-07,-4.51E-08,0.787296795,1473
0.102109387,1.282101878,-2.47E-07,3.37E-08,0.723475564,-4.77E-08,-1.99E-07,-0.799299439,1474
0.130377812,1.972787662,-1.31E-07,-2.88E-08,0.79926207,1.59E-08,4.47E-08,0.126252245,1478
0.061139239,1.550282998,1.98E-07,4.18E-08,-0.556796664,-1.27E-07,-1.56E-07,-0.799450205,1479
0.06065185,1.548226569,1.88E-07,4.48E-08,-0.79953296,-6.77E-08,-7.61E-08,-0.309594502,1480
0.182825512,1,4.79E-08,2.37E-08,0.730737365,-5.77E-08,-2.81E-08,0.793188905,1481
0.085374815,1.385707745,-6.95E-08,-1.35E-08,-0.580972745,1.72E-08,9.61E-09,0.79969025,1482
0.072208479,3.165575791,2.50E-06,-8.34E-07,0.560577053,1.54E-06,4.81E-07,-0.194118121,1483
0.040904466,2.901283077,8.66E-07,2.88E-07,-0.560074495,5.41E-07,3.52E-07,0.297354037,1484
0.060775975,3.093024361,-5.82E-07,3.21E-07,0.352683205,-2.33E-07,3.46E-08,-0.40070194,1485
0.055986078,3.722745616,1.20E-07,-1.16E-07,0.427202972,-8.11E-08,5.67E-08,-0.033644139,1486
0.079261896,1.254531749,1.93E-07,1.20E-07,-0.799275972,2.21E-08,3.11E-08,0.511694704,1487
0.053686069,3.464664708,-1.11E-06,1.14E-07,0.299849639,-1.71E-07,-3.44E-08,-0.171812897,1489
0.1428971,1.245607967,-4.56E-08,-4.71E-08,0.411768925,9.94E-08,6.20E-08,0.758946327,1490
0.080622422,1.659726767,3.84E-08,-8.87E-10,0.199274553,1.52E-07,7.33E-08,-0.69625788,1491
0.069019199,1,6.35E-09,-5.15E-08,-0.47061509,3.75E-09,2.84E-08,-0.79319584,1492
0.115998981,1.282843994,-4.70E-08,-1.75E-09,0.009657877,9.72E-08,3.35E-08,0.799481975,1493
0.052149519,2.207953646,8.29E-08,-8.56E-08,-0.473903426,-6.55E-07,-4.54E-07,-0.389087275,1494
0.162893147,1.000055947,4.95E-08,2.89E-08,0.778681191,-4.00E-08,-1.14E-08,0.533458658,1495
0.135109469,1.158367471,-1.25E-08,-1.27E-08,0.799292826,-2.33E-08,2.92E-08,0.028479708,1496
0.166039227,1.000003395,6.69E-08,1.94E-08,0.682044139,-7.11E-08,-1.63E-08,0.667331239,1497
0.082730044,1.032101436,-6.06E-09,-4.54E-08,0.223210192,2.99E-08,7.49E-08,-0.783376341,1498
0.085513353,1.000067637,-4.95E-08,4.06E-09,-0.754175277,4.16E-08,6.42E-09,0.34282728,1499
0.074036781,1.000071509,-3.00E-08,3.41E-08,-0.768293456,2.93E-08,-3.60E-08,-0.199677081,1500
0.131116163,1.000057055,1.25E-08,-1.71E-08,0.752325397,-1.50E-08,1.63E-08,0.08795601,1501
0.105938229,1,-1.82E-08,-4.47E-08,-0.419632694,7.01E-08,4.50E-08,0.696341783,1502
0.132285224,1,1.95E-08,-2.75E-08,0.135548188,2.56E-09,5.61E-08,0.726318582,1503
0.086058581,1.980924631,8.87E-08,1.83E-08,0.245748932,6.62E-08,-1.29E-07,0.078710077,1504
0.101670555,1.325631195,3.24E-08,1.59E-08,-0.094939506,-2.25E-08,3.32E-08,0.554381845,1505
0.10129943,1.000001763,-6.94E-09,-5.18E-08,0.458816912,-3.64E-08,3.78E-08,-0.319481811,1506
0.128621512,1.000007973,6.98E-09,-2.25E-08,0.506489479,-2.08E-08,1.70E-08,0.287933778,1507
0.103362931,1.279090283,-4.91E-08,-5.32E-08,0.292753297,-4.35E-08,2.79E-08,-0.074070723,1508
0.087479086,1.000001268,-3.82E-08,1.08E-08,-0.24396887,3.92E-08,-1.85E-10,-0.10174616,1509
0.07715276,1,8.47E-08,-9.70E-08,3.84E-05,8.00E-08,-2.75E-08,-0.799419539,325
0.128890443,1,1.38E-08,-7.00E-09,-6.03E-05,8.36E-09,1.49E-08,0.799360608,326
0.096391549,1,-1.64E-07,-5.84E-08,0.799470419,-9.57E-08,-7.99E-08,-0.799328339,327
0.191088275,1,-1.01E-07,-1.01E-07,0.799218347,9.93E-08,9.59E-08,0.79921654,328
0.063943383,1.000000558,-6.86E-08,-4.99E-08,-0.800286744,-1.65E-07,1.99E-07,-0.799647423,329
0.065865319,1.999742935,8.78E-08,-8.88E-08,-7.34E-05,1.02E-06,3.36E-07,-0.799402632,331
0.083308262,1.999620701,-1.01E-07,1.25E-07,0.000247254,-1.27E-08,-1.16E-08,0.799401732,332
0.154066063,1.999687452,1.04E-06,4.35E-07,0.79958789,-1.43E-06,-1.15E-06,0.799498648,333
0.047648922,1.999805817,4.24E-07,9.64E-08,-0.800273872,9.69E-09,1.10E-08,-0.799551842,334
0.047732433,1.999884585,0.762488224,0.232942358,-0.06251565,0.193712727,0.361037879,-0.686770617,336
0.059489565,1.999836726,-0.711409523,0.365286245,-0.00632976,5.46E-05,4.82E-06,3.46E-05,337
0.073046562,1.999862113,-0.347394054,-0.713949841,0.092964657,-0.04671821,0.184356016,0.776662075,338
0.076602953,1.736687415,-0.589954559,0.332752689,0.131611334,-0.023886761,0.007413311,-0.024400311,339
0.070520809,1,0.354676576,0.532247077,-0.479928015,0.419922364,-0.618123798,-0.284347484,340
0.057118222,1.999982601,-0.084773909,0.791995458,0.069796166,6.33E-05,-2.07E-05,0.000102877,341
0.079633377,1.863878556,0.236879468,0.384686652,0.150130013,-0.00754789,-0.085166797,0.195995165,342
0.069871532,1,0.231788386,0.571374807,-0.509137002,0.532030171,-0.520020092,-0.29289843,343
